UniqueID,next_3m_txn_count,TransactionAmount_sum,TransactionAmount_mean,TransactionAmount_median,TransactionAmount_std,TransactionAmount_count,TransactionAmount_max,TransactionAmount_min,StatementBalance_mean,StatementBalance_median,StatementBalance_std,StatementBalance_min,StatementBalance_max,Credit,Debit,NetInterestIncome_sum,NetInterestIncome_mean,NetInterestIncome_std,NetInterestRevenue_sum,NetInterestRevenue_mean,Product_nunique,Gender,IncomeCategory,AnnualGrossIncome,OccupationCategory,CustomerStatus
0045d2f4-26f4-4f03-8992-f20832f11603,184,-28853.80999999995,-17.57235688185137,-972.2,33764.626377941335,1642,961450.98,-336833.67,60659.59838002436,25610.620000000003,105649.69624953579,-17557.05,854047.2,1334,308,-13862.43,-364.80078947368423,302.59284138280043,10612.2,279.2684210526316,2.0,M,Very High Income,1482222.9,Management / Executive,Active Customer
006245e3-7595-4183-b8e1-f3b8d05896b2,62,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,-588.31,-588.31,0.0,0.0,0.0,1.0,M,Low Income,1115.08,Finance & Accounting,Active Customer
0063146a-3115-4387-b8aa-265ae22fd968,344,107626.83,36.080063694267515,-173.11,9875.650081005235,2983,113985.15,-75147.9,22930.448297016424,11678.58,27963.616568390065,-49681.25,164407.56,2620,363,2144.810000000001,268.1012500000001,3097.35416900313,1910.15,272.87857142857143,2.0,F,High Income,1097486.98,Other / Unclassified,Active Customer
006401ca-de87-4349-8022-2943cd1802b6,215,4577.769999999991,89.7601960784312,-11.42,10220.707147561265,51,49850.52,-30263.89,10939.759019607842,6553.76,11642.597262019717,0.0,51969.6,32,19,-87.56,-14.593333333333334,14.276667211456136,207.5,34.583333333333336,2.0,F,Upper-Middle Income,0.0,Other / Unclassified,Active Customer
006a1c7a-d434-46b5-a50f-d0426f12bbd6,151,621413.22,388.1406745783885,-361.48,38721.58164532062,1601,433600.96,-504968.67,244742.661299188,75216.95,278866.71506699483,-202.22,1000000.0,1098,503,-77460.28,-691.6096428571428,1418.9919923035127,5148.38,45.96767857142857,2.0,F,Very High Income,1856523.67,Other / Unclassified,Active Customer
006f2013-3a99-430f-8a06-48414659f12c,45,15149.940000000046,22.312135493372676,0.0,46666.24644504454,679,341898.59,-300682.36,62681.08184094256,47998.28,62546.631929129755,13604.41,465012.93,302,377,0.0,0.0,0.0,0.0,0.0,0.0,F,Low Income,1214.42,Not Economically Active,Active Customer
007547bb-e7a4-4f77-abf0-f017df26a8d6,123,-562109.37,-424.87480725623584,-826.89,53403.98421805022,1323,1000000.0,-303681.26,888475.8869160998,1000000.0,175932.80246417256,323532.2,1000000.0,1142,181,9658.729999999981,158.33983606557348,23034.790009367243,106894.52,1752.369180327869,3.0,M,Very High Income,1702718.92,Management / Executive,Active Customer
0077c795-8f9f-41da-a001-f39461e849fe,38,-238426.03,-435.8793967093236,-287.23,8957.770076107998,547,95920.33,-23892.8,106094.12290676417,105933.87,62736.48741491091,1131.58,311914.28,444,103,-8084.46,-384.9742857142857,271.8510252982583,4892.55,232.97857142857143,1.0,M,Low Income,1092.99,Legal & Judiciary,Active Customer
008b9893-392f-44e1-8782-4a4b9e1f264e,6,6237.460000000001,82.07184210526317,0.0,1291.264604852892,76,9842.11,-662.6,2051.486315789474,1027.105,2832.822506462341,-528.82,10353.69,35,41,-374.4,-17.82857142857143,21.035726820272764,7522.55,358.2166666666667,1.0,M,Very High Income,4790679.84,Management / Executive,Active Customer
009144d3-22ae-4e07-b964-b7a2090b6910,12,1687.2399999999996,32.44692307692307,-65.035,1848.269895985441,52,11334.77,-1357.61,3452.4526923076924,2673.4849999999997,3182.2238849277046,-127.06,11514.94,31,21,-339.55,-11.708620689655174,19.383893852544166,6453.94,222.5496551724138,2.0,M,High Income,1130402.04,Management / Executive,Active Customer
0092eebf-1b22-4110-b259-681b33d3bef5,168,-8106.839999999991,-4.994972273567462,-186.01,4701.374847678083,1623,58517.64,-53957.75,14005.445699322243,12946.04,10404.039904408068,306.99,108445.36,1479,144,-18.66,-18.66,0.0,0.0,0.0,1.0,M,Low Income,11992.79,Management / Executive,Active Customer
0095e6b0-4dc5-4d1f-8106-eabf9e26045b,130,157373.28999999995,96.5480306748466,-1188.1100000000001,15715.671313375688,1630,125808.74,-49596.84,70081.09064417178,61594.55,45012.49014094495,-10085.19,188200.23,1239,391,-7829.16,-355.8709090909091,133.7432541034568,12331.12,560.5054545454545,1.0,M,High Income,1474479.18,Legal & Judiciary,Active Customer
009b4aca-206b-4176-870d-61914bd4594d,98,1091.6999999999987,2.0443820224719076,-81.36,846.3721097511581,534,7713.69,-3661.73,1526.5248876404496,943.8,1527.5751286199093,-120.89,8064.22,440,94,-140.31,-8.253529411764706,7.080561366495306,248.5,14.617647058823529,1.0,F,No Income,0.0,Not Economically Active,Active Customer
009ca784-5714-47a2-b55d-88415c0249b4,126,-1267780.1700000002,-710.6391087443947,-553.675,104148.54668089328,1784,1000000.0,-1000000.0,159231.12881726457,93632.16500000001,225699.8422730563,-517.88,1000000.0,1528,256,-14109.37,-371.2992105263158,593.5710393440776,11486.24,302.26947368421054,2.0,M,Very High Income,2298481.94,Management / Executive,Active Customer
00aa8c9d-9e19-4316-8150-30c24c5ed1b3,161,6649.779999999998,2.7421773195876282,-99.83,2992.576907911002,2425,59179.28,-49001.76,20859.07227628866,19966.19,8833.979884587288,2378.0,86114.19,2279,146,-1678.66,-79.93619047619048,22.614350195437957,195.94,9.33047619047619,1.0,F,No Income,0.0,Not Economically Active,Active Customer
00ab66a9-fd61-4581-9070-e492659d3c80,61,58654.190000000024,62.398074468085134,-281.11,23831.088971844598,940,280185.83,-188385.14,39892.217191489355,26054.045,34754.17355082567,2207.93,277379.28,794,146,-4564.38,-217.35142857142858,79.55670539217384,5355.36,255.01714285714283,1.0,M,Upper-Middle Income,653884.95,Management / Executive,Active Customer
00b1fb06-2c5a-4289-8eca-04ed6c53a169,156,-1573206.55,-791.3513832997988,-1048.74,68090.46977417092,1988,1000000.0,-644923.7,219377.26392354126,121685.54000000001,372612.1445024853,-915662.01,1000000.0,1633,355,-36965.479999999996,-1680.2490909090907,2592.2622211164726,8172.14,371.4609090909091,1.0,M,Low Income,1159.64,Management / Executive,Active Customer
00b67d31-38a9-489c-a34e-9043f46b6e63,200,-308236.49999999994,-149.6293689320388,-1014.31,51042.28938273521,2060,1000000.0,-1000000.0,97574.7440291262,66374.15,104093.04658511905,-5815.39,1000000.0,1795,265,84883.55,2070.330487804878,2969.5490520076883,12678.91,309.2417073170732,2.0,M,Very High Income,4280855.6,Management / Executive,Active Customer
00bd4a12-bab0-4155-9e6c-00392047d1df,69,-717334.5900000001,-797.0384333333334,-470.32,76521.27188094807,900,1000000.0,-1000000.0,70277.22935555555,46167.05,104434.0928468845,-8321.29,1000000.0,552,348,6924.990000000001,67.89205882352942,725.4857732613578,12909.8,126.56666666666666,3.0,F,Low Income,11.85,Management / Executive,Active Customer
00ce96b9-791f-4e46-965f-f594080d21fe,37,-271282.5999999999,-679.9062656641602,-240.17,74147.83614097405,399,1000000.0,-1000000.0,318600.6879448621,69971.41,422571.47057778476,-3062.63,1000000.0,253,146,-73121.26,-3481.964761904762,3228.7984473494453,10459.51,498.07190476190476,1.0,M,Not Disclosed / Unknown,0.0,Not Economically Active,Active Customer
00d6afcd-c72d-4b5d-8f64-f470306bbb03,126,-1318732.95,-687.5562825860271,-856.315,87177.52873871557,1918,1000000.0,-1000000.0,123003.28652241919,71619.36,161259.2214391668,-156015.71,1000000.0,1189,729,-7080.05,-136.15480769230768,415.6049461503896,11915.41,229.14249999999998,3.0,M,Very High Income,2825318.06,Management / Executive,Active Customer
00d6f26b-08b9-4f4f-8c79-317dabe3ed72,9,-1884.2699999999993,-9.86528795811518,-127.84,2824.390433875636,191,21882.38,-5206.26,4194.57,2340.25,4993.962407577458,-573.3,24419.97,180,11,-71.76,-4.784000000000001,5.634586814614588,1403.37,93.55799999999999,1.0,F,Not Disclosed / Unknown,632755.155,Other / Unclassified,Active Customer
00df5da6-94a8-4695-95b6-dd7cbbd9a4c8,395,-202598.02000000002,-60.171672111672116,-136.86,9613.36328101131,3367,199504.07,-115382.26,38212.150712800714,19571.45,47387.498254691396,-1447.73,266897.84,3085,282,-9930.24,-242.20097560975609,202.73859841930548,10751.39,262.22902439024386,2.0,F,Upper-Middle Income,531176.24,Management / Executive,Active Customer
00e5bd57-5659-4c89-9e50-30dd0b929b4e,203,-6453084.4,-2423.238603079234,-1708.08,87303.5555597312,2663,1000000.0,-1000000.0,-383329.13042808865,-418687.4,276012.2671242009,-956252.3,1000000.0,2494,169,-12173.98,-296.92634146341464,1718.9315684441253,11144.93,271.82756097560974,2.0,M,Very High Income,1765858.26,Not Economically Active,Active Customer
00eab237-6392-404f-baab-5e7c551c2a57,156,584.4499999999983,0.8139972144846773,-55.775,1611.4045338075384,718,20041.48,-21296.08,2555.7864066852367,1222.355,3709.0286728605174,15.69,33932.11,595,123,-119.89,-5.709047619047619,6.274441731948672,70.92,3.3771428571428572,1.0,M,No Income,0.0,Not Economically Active,Active Customer
00ecdf6a-05a0-490c-bab3-87966c7d4093,44,-297005.89,-535.1457477477478,-1022.62,25376.87417083699,555,255891.24,-166052.55,103021.38866666667,65317.93,93419.82057625717,927.25,386968.03,441,114,-12039.72,-573.3199999999999,406.35582886184864,10434.16,496.8647619047619,1.0,F,Not Disclosed / Unknown,0.0,Other / Unclassified,Active Customer
00f1fe79-fee2-4e67-bffd-bae61b51ec03,24,-2904.8399999999983,-12.740526315789467,-17.814999999999998,1189.6907838511393,228,6828.43,-11807.9,17368.990350877193,16358.82,4811.293855186821,9438.9,29911.63,140,88,-2070.66,-98.60285714285713,26.333203971954717,5387.97,256.57,1.0,F,Low Income,0.0,Not Economically Active,Active Customer
0106e36c-2db3-40f5-bd16-bb8edaad0670,8,-139581.86,-701.4163819095477,-64.51,8734.38118412894,199,9550.67,-121113.42,35208.43100502512,24425.57,46362.409314254655,-383.8,209591.63,132,67,-1901.02,-90.5247619047619,70.91419001998455,4988.03,237.52523809523808,1.0,F,Lower-Middle Income,96529.9,Not Economically Active,Active Customer
010bb053-ad21-4802-b03b-e9d2a2b0e420,236,-99432.65000000001,-30.70804508956146,-48.625,8228.041753104342,3238,200260.28,-218494.23,16824.00941939469,5393.635,27034.303193459185,-2566.25,238149.82,2765,473,-1112.55,-52.97857142857143,65.92968870590201,11185.88,532.6609523809524,1.0,M,Very High Income,3808939.9,Management / Executive,Active Customer
010fabd5-4543-48b6-a428-a8ce11860fce,70,6326.159999999986,10.336862745098017,-72.195,9989.784119772943,612,112810.26,-28687.06,10679.680343137255,6346.805,13234.025135372587,-580.79,118124.41,403,209,-3468.03,-60.84263157894737,428.5036328381022,5188.4,91.02456140350877,3.0,F,Low Income,239217.16,Management / Executive,Active Customer
0126360e-e8e7-405a-8f09-a5f909a6b590,211,-1904619.94,-693.093136826783,-311.09000000000003,31300.51026286258,2748,1000000.0,-1000000.0,-6573.397379912663,-42572.085,159910.01515989655,-71169.78,1000000.0,2169,579,-9667.1,-483.355,1912.0498272837426,10499.94,524.9970000000001,1.0,F,High Income,0.0,Other / Unclassified,Active Customer
0130623f-b41d-442c-bad0-bc6c2ab8c717,266,-86932.52999999991,-35.181112909753104,-313.5,17441.172469334066,2471,397224.37,-373733.69,28569.92488870903,19706.51,37702.56016084196,879.34,578792.59,2206,265,-3210.11,-152.86238095238096,55.48062012133262,11167.24,531.7733333333333,1.0,F,Middle Income,330805.78,Not Economically Active,Active Customer
0135b992-67bd-436e-9cc5-f313c2b5c199,194,-705373.9799999999,-450.4303831417624,-483.725,52952.646595892606,1566,1000000.0,-726176.61,56297.89296296296,35592.95,108096.96787959171,-116402.88,1000000.0,1216,350,-10933.37,-273.33425,278.2723717814239,12679.75,316.99375,2.0,M,Low Income,1118.38,Management / Executive,Active Customer
013a8e96-b04b-4545-90ae-eda30a8f7dc2,37,52987.900000000016,294.3772222222223,-101.545,10542.426849605652,180,135236.2,-36631.18,59028.84055555556,63409.325,47207.326191526125,3733.9,152511.08,139,41,-9062.69,-453.1345,428.17865350901076,173.28,8.664,1.0,M,Low Income,34276.13,Not Economically Active,Active Customer
013c6d77-1930-42ed-9733-cab3d349392e,14,125804.44000000002,651.8364766839379,-240.88,18009.511369669763,193,205475.64,-45626.14,-149853.15606217616,-132986.36,63951.894326407324,-288747.97,-53577.48,143,50,5764.57,288.2285,114.90374297760347,6170.1900000000005,308.5095,1.0,M,Very High Income,1474839.64,Management / Executive,Active Customer
01414591-2808-4d52-b953-91fb2511b8b1,200,719196.7499999998,322.22076612903214,-1575.045,60826.73366149732,2232,1000000.0,-947202.53,359322.98306899646,274348.195,281562.5608400605,-95724.16,1000000.0,1862,370,-30904.1,-1545.205,1058.6803696086636,10920.29,546.0145,1.0,M,Very High Income,7521100.59,Primary Industries,Active Customer
01427784-68cc-472a-a07d-f77343e0b073,405,-692973.5500000002,-182.16970294426923,-240.635,30149.54399207962,3804,702428.17,-714656.95,190468.22233438486,159849.58000000002,137287.42607715892,5805.01,1000000.0,3414,390,-66224.5,-1655.6125,709.8758193777131,5515.01,137.87525,2.0,F,Upper-Middle Income,1037508.79,Management / Executive,Active Customer
0159e7d2-a6f7-4d72-94d2-05fe93c06538,18,29933.080000000027,70.10088992974245,0.0,14751.614902009353,427,59869.16,-35951.91,25403.947072599534,21841.9,19197.446151093987,52.25,99056.62,209,218,-3189.3,-144.96818181818182,68.02766164522892,9703.91,441.08681818181816,1.0,M,Very High Income,2472486.21,Management / Executive,Active Customer
0160420b-af8e-4428-80e3-a1f31287317e,102,129993.49999999999,107.52150537634408,-329.0,18918.333794360864,1209,359480.44,-100628.03,421047.2481637717,437317.08,196517.0618379169,95105.08,884514.45,1130,79,-80692.45,-1876.5686046511628,1685.282471450694,7277.83,169.25186046511627,2.0,F,Not Disclosed / Unknown,0.0,Not Economically Active,Active Customer
0164c10a-5cb0-4d99-a37d-9694e1343e6a,66,-1054191.1699999997,-1168.7263525498888,-139.36,113704.54283370776,902,1000000.0,-1000000.0,409035.92314855877,339447.595,331512.5808878095,189.85,1000000.0,569,333,6466.56,161.66400000000002,2524.4031575219256,11665.84,291.646,2.0,M,High Income,1338422.35,Other / Unclassified,Active Customer
01669dee-23a2-4719-aec5-c3026f4d30d7,86,-290305.64999999997,-261.5366216216216,-2184.5550000000003,84263.61831014053,1110,1000000.0,-1000000.0,196286.5670810811,136482.90999999997,175596.5163421126,-2813.41,1000000.0,916,194,-30484.33,-725.817380952381,1081.3730929748745,9147.47,217.79690476190476,2.0,M,Low Income,1113.38,Management / Executive,Active Customer
016770a4-66eb-4770-aa2b-1dda6ca7248a,3,-296.63,-6.179791666666667,0.02,20.870286063712822,48,0.73,-92.24,29.352291666666662,4.835,68.76219029223442,3.41,277.7,5,43,-0.3,-0.014285714285714285,0.006761234037828133,0.0,0.0,1.0,M,No Income,0.0,Not Economically Active,Active Customer
016e3c9a-2f27-42b1-aae7-f7c9df69143f,120,-802857.92,-373.422288372093,-223.74,86521.99012580134,2150,1000000.0,-1000000.0,202000.03410697673,107936.175,261328.1183446547,2569.38,1000000.0,1947,203,-5193.85,-649.23125,573.1501184416198,3353.66,419.2075,1.0,M,Very High Income,624394.22,Management / Executive,Active Customer
017a4910-64ff-4333-8cd9-99c9209efda6,389,-130599.13000000012,-31.652721764420775,-419.71000000000004,40496.90791101948,4126,1000000.0,-1000000.0,101692.6561875909,76748.03,124743.09109362672,-53917.92,1000000.0,3815,311,-20628.3,-468.825,519.6179194392026,9070.93,206.1575,2.0,F,Upper-Middle Income,842748.67,Sales / Marketing,Active Customer
017c87eb-7601-47b2-90d6-afd4163a3a86,8,-33794.21000000001,-1165.3175862068967,230.99,29867.990864094874,29,82963.08,-112231.3,7804.914137931035,1134.21,22890.968021065415,0.0,117553.52,12,17,-70.97,-7.885555555555555,1.942260996307596,0.0,0.0,1.0,F,Not Disclosed / Unknown,632755.155,Not Economically Active,Active Customer
017d2583-cdfa-4ffd-89a6-6b88c0e237b2,404,84604.33000000007,20.352256434929053,-367.66,12442.569393129934,4157,229756.4,-295344.23,18295.824378157326,11079.61,23148.48694885651,-4060.62,280621.71,3665,492,0.0,0.0,0.0,0.0,0.0,0.0,F,Very High Income,0.0,Management / Executive,Active Customer
0180e716-938c-4afc-8205-ecea0aa4ee56,21,-342126.6200000001,-1859.3838043478268,-6.87,193773.10647305613,184,962186.38,-1000000.0,136836.53858695654,24989.809999999998,279959.7369889951,2190.55,1000000.0,94,90,16531.01,435.02657894736836,2413.078072322944,11427.689999999999,300.7286842105263,2.0,F,No Income,0.0,Finance & Accounting,Active Customer
018ba8a3-fada-402a-9b92-31da85d0da06,30,615390.7899999999,2699.082412280701,0.0,121156.40791668948,228,909822.1,-888234.45,48879.16197368421,14369.71,109984.39726267483,1825.27,871779.59,87,141,47305.56,876.0288888888889,1874.9257732443973,9907.66,183.47518518518518,3.0,F,Low Income,1172.22,Management / Executive,Active Customer
018ccf2d-0813-490c-a40b-a39be790bbce,7,-393.6099999999999,-5.963787878787877,-2.835,240.20012418343777,66,810.23,-1408.96,297.9063636363636,167.10500000000002,394.1945232950404,61.92,2614.44,35,31,-21.57,-1.0271428571428571,0.53659242314016,120.85,5.754761904761905,1.0,F,Low Income,5852.03,Other / Unclassified,Active Customer
01a84b51-ab22-4cd5-8042-9a490897d92c,133,2222.819999999998,12.280773480662972,-115.47,1887.6404933468482,181,14533.51,-4648.27,6222.388066298343,5800.02,3925.0658295378553,192.0,16817.49,163,18,-93.96000000000001,-31.320000000000004,22.578748858163067,157.10000000000002,52.366666666666674,1.0,Unknown,Not Disclosed / Unknown,632755.155,Other / Unclassified,Active Customer
01b02cbf-594f-4469-8844-6d6c930616b9,171,-143947.1300000001,-113.70231437598744,-223.01999999999998,41615.20077694324,1266,1000000.0,-1000000.0,27732.345292259084,16663.22,42570.85917058651,-139.89,967328.59,1161,105,35108.41,900.2156410256412,1217.8652070146413,10577.9,271.2282051282051,2.0,M,Low Income,1121.03,Management / Executive,Active Customer
01bd31f4-d6f6-49d8-a4fe-9b113ed9ddb0,451,-2113454.7800000003,-405.88722488957177,-197.62,43861.219732422396,5207,1000000.0,-1000000.0,406982.0081947379,355344.2,242560.66462368448,17924.32,1000000.0,4710,497,-41964.45,-2098.2225,1636.179217029965,14240.84,712.042,1.0,M,Very High Income,1850454.27,Management / Executive,Active Customer
01c1bac3-8628-4896-bef9-e276583fbf28,51,1427.4200000000023,2.3750748752079907,-65.81,1874.325884522762,601,11632.13,-13490.13,3060.1400831946753,2526.73,1937.5840508731033,-1626.46,15906.57,406,195,-325.37,-15.493809523809524,3.6349917141452686,10671.3,508.15714285714284,1.0,M,Very High Income,1881215.04,Legal & Judiciary,Active Customer
01ce6d8d-5704-4103-9370-f3ae0397f6f2,108,211284.2,89.26244190959021,-396.11,7232.122065228019,2367,121495.43,-47868.83,-4359.118111533587,-26118.35,70599.14318275287,-111354.63,283802.11,1974,393,-7412.57,-390.1352631578947,266.0317114215359,9312.84,490.14947368421053,1.0,M,Upper-Middle Income,597512.88,Sales / Marketing,Active Customer
01f11b90-c382-4fcd-b8a6-03529bee1749,63,-129618.21000000008,-144.66318080357152,-76.82499999999999,36233.95776727769,896,588066.98,-165143.07,65216.69072544643,31730.84,86049.12402986005,-15672.47,728668.02,624,272,-13323.32,-333.08299999999997,261.787180712962,21605.46,540.1365,2.0,M,Upper-Middle Income,896939.96,Not Economically Active,Active Customer
01fbadb8-264e-4b58-9eeb-b45bd6167147,251,-4639.579999999924,-1.5191814014407088,-180.34,21373.086171986597,3054,667153.93,-375097.02,30358.921535690897,26525.845,28592.2444719538,959.78,611811.02,2843,211,-8770.5,-224.8846153846154,155.3069348749209,16858.260000000002,432.263076923077,2.0,M,Not Disclosed / Unknown,0.0,Other / Unclassified,Active Customer
02113c61-09c4-46d6-86fa-d0b6435d92ba,21,13127.769999999997,53.802336065573755,0.0,10730.445548511614,244,29645.61,-29634.01,5822.254221311476,836.1600000000001,9762.796848796106,-563.64,34372.91,115,129,14155.74,345.2619512195122,932.7359491416087,15247.07,371.87975609756097,2.0,F,Middle Income,182455.35,Management / Executive,Active Customer
021a4ebf-2974-402c-880e-2893cc2471f5,104,11821.91,104.61867256637169,0.0,1489.30549474801,113,8103.2,-10142.64,19625.161415929204,19331.07,6325.725049296281,6606.7,30931.07,47,66,-1227.85,-58.469047619047615,12.197891172150172,174.03,8.287142857142857,1.0,M,No Income,632755.155,Not Economically Active,Active Customer
021ebf35-7b69-4c7b-a6fc-472b7af17fa6,158,-4799700.93,-2465.1776733436054,-653.82,140330.51204409875,1947,1000000.0,-1000000.0,809548.087601438,878792.19,216339.1784217563,180909.36,1000000.0,1654,293,-434161.46,-7117.400983606558,3848.7716394570634,10252.57,168.07491803278688,2.0,M,Very High Income,2388853.1,Management / Executive,Active Customer
024741be-bf71-4f0e-baaf-14ca7252770d,34,40358.82000000003,120.83479041916176,-44.769999999999996,26722.582117359056,334,181090.64,-169554.56,5201.014790419162,3881.5699999999997,26346.921123651588,-156872.09,158990.97,197,137,44740.81,1118.52025,1298.360906447912,13725.31,343.13275,2.0,M,Low Income,1180.65,Engineering & Technical,Active Customer
024e3027-838c-400a-9e7b-cb8c8d689905,227,-10025940.99,-4064.0214795297934,-813.02,109015.18625521549,2467,1000000.0,-1000000.0,77122.81761248481,39519.96,158787.1928427736,-15998.35,1000000.0,1792,675,-2647.31,-64.56853658536585,87.33947734446822,8014.02,195.4639024390244,2.0,F,High Income,1066759.78,Legal & Judiciary,Active Customer
024ef04d-c82a-4a1d-b5bc-683983dcf688,6,108884.17000000001,1944.3601785714288,-0.2,8043.123603453956,56,36353.47,-413.05,71483.43250000001,73759.87,26003.414668162357,2689.93,122472.4,28,28,-10284.53,-514.2265,155.15527096479158,103.47,5.1735,1.0,F,Low Income,44080.95,Not Economically Active,Active Customer
024f1a7b-5202-467b-80fc-38f68772ad47,8,-124.02000000000001,-1.5502500000000001,0.25,658.1123539104526,80,4009.35,-4041.93,328.323,242.98000000000002,549.7415346206694,3.31,4736.1,21,59,-12.459999999999999,-0.623,0.7480578362104026,0.0,0.0,1.0,F,No Income,632755.155,Not Economically Active,Active Customer
0255faa4-30a6-426b-a119-ab0fa3d1708d,24,117394.53,698.7769642857143,-25.955,7079.22257040719,168,85995.45,-10294.13,34585.9793452381,19727.324999999997,35133.50070933004,9519.45,139275.37,105,63,-1765.5,-84.07142857142857,68.82503122307423,167.45,7.973809523809523,1.0,M,No Income,632755.155,Not Economically Active,Active Customer
026c28e6-3370-4acd-aad6-24d96c53bd2a,11,44.22,44.22,44.22,0.0,1,44.22,44.22,147.95,147.95,0.0,147.95,147.95,0,1,-0.31,-0.31,0.0,0.0,0.0,1.0,M,Not Disclosed / Unknown,632755.155,Not Economically Active,Active Customer
027d5228-9e9f-48fd-a448-ec19f25be11c,35,144383.38999999996,311.84317494600424,-190.49,65781.81012539244,463,352944.45,-294843.19,40501.98976241901,24679.57,56808.17184527456,-142677.89,360355.7,280,183,21742.48,572.1705263157895,810.2542630789137,4909.37,129.19394736842105,2.0,M,Upper-Middle Income,747561.0,Management / Executive,Active Customer
028092db-84e0-4677-a29b-d52e4972e2f6,236,23.949999999980264,0.008336233901837893,-512.41,70984.61954805192,2873,1000000.0,-1000000.0,44020.54589627567,29548.27,77539.41559376998,-5015.28,1000000.0,2335,538,138930.39,1229.4724778761063,1918.4706613749154,9938.0,87.94690265486726,2.0,F,Middle Income,528986.97,Finance & Accounting,Active Customer
