UniqueID,next_3m_txn_count
0159e7d2-a6f7-4d72-94d2-05fe93c06538,18
0160420b-af8e-4428-80e3-a1f31287317e,102
0164c10a-5cb0-4d99-a37d-9694e1343e6a,66
01669dee-23a2-4719-aec5-c3026f4d30d7,86
016770a4-66eb-4770-aa2b-1dda6ca7248a,3
016e3c9a-2f27-42b1-aae7-f7c9df69143f,120
017a4910-64ff-4333-8cd9-99c9209efda6,389
017c87eb-7601-47b2-90d6-afd4163a3a86,8
017d2583-cdfa-4ffd-89a6-6b88c0e237b2,404
0180e716-938c-4afc-8205-ecea0aa4ee56,21
018ba8a3-fada-402a-9b92-31da85d0da06,30
018ccf2d-0813-490c-a40b-a39be790bbce,7
01a84b51-ab22-4cd5-8042-9a490897d92c,133
01b02cbf-594f-4469-8844-6d6c930616b9,171
01bd31f4-d6f6-49d8-a4fe-9b113ed9ddb0,451
01c1bac3-8628-4896-bef9-e276583fbf28,51
01ce6d8d-5704-4103-9370-f3ae0397f6f2,108
01f11b90-c382-4fcd-b8a6-03529bee1749,63
01fbadb8-264e-4b58-9eeb-b45bd6167147,251
02113c61-09c4-46d6-86fa-d0b6435d92ba,21
021a4ebf-2974-402c-880e-2893cc2471f5,104
021ebf35-7b69-4c7b-a6fc-472b7af17fa6,158
024741be-bf71-4f0e-baaf-14ca7252770d,34
024e3027-838c-400a-9e7b-cb8c8d689905,227
024ef04d-c82a-4a1d-b5bc-683983dcf688,6
024f1a7b-5202-467b-80fc-38f68772ad47,8
0255faa4-30a6-426b-a119-ab0fa3d1708d,24
026c28e6-3370-4acd-aad6-24d96c53bd2a,11
027d5228-9e9f-48fd-a448-ec19f25be11c,35
028092db-84e0-4677-a29b-d52e4972e2f6,236
028cc922-fd5f-4fce-86b1-7e267c030363,4
02909250-c8a5-45a8-a742-8562df078498,4
029309fe-3b3c-4a74-9d12-94d144533a95,98
02943ff8-1f3a-4f01-b03f-4c538a9d45e4,330
02991126-34cf-411b-a03b-abce9ca6b7ed,38
02ad005c-bfd6-4a6f-ac51-cabf96489e39,34
02ad01f2-c448-4f41-ab6f-93af3fa15f61,331
02bccb9f-e6bb-4870-a496-7245209e0fac,3
02cb61a7-faea-4a46-9188-abf4d58ff990,30
02db9a3a-a3d3-4aba-90d9-55f2e282f358,445
02dd7158-4dc8-4df7-b79e-9a0639bdd5de,118
02fb877e-002b-4162-9fba-aa62e91848fc,144
0310485e-b915-423f-8a0d-62d74c8c2935,55
031ad941-ee2a-4b33-9c72-4fd29e7e3fa9,148
032dc5d4-1ff5-4f05-a40b-e8eb126a90ab,372
0331c07d-fc4a-4367-8224-6dc748eeb5ed,228
03362fcc-6a59-496d-bb98-f03d2491f83b,334
0339208d-8f08-46c4-b6d2-16e43fc3c5a5,54
033bbd0e-e522-421d-b393-076d00b01ce7,98
033e567d-f761-41d9-bdf9-b9b7ab8607d2,6
033f9f27-b2af-49ee-b665-9bb9b6896c47,125
0344616f-f5e1-4ec2-ac94-ab92ba69b0bd,8
03460168-9eb8-488e-a58c-1f9c798c95b3,28
0352a7ae-9654-4fce-a628-e81d9c38f826,46
03569dd2-a98c-4088-9756-586cae1ba4f8,220
03634410-7737-4ed4-8702-6d1c693b81df,8
036a9cba-4680-4292-8c98-82779adb041f,160
036d77cd-c46d-4392-a532-6e044df6d6b3,139
036e4521-b89d-4a53-8c9c-e93686b4acfd,170
037390f9-ffb7-4172-855c-03261a0bb5c8,293
03760050-6965-44af-ac32-ff01a160cea1,509
03975cc6-c3fb-4a08-9052-602f23b9af74,51
039a6f84-7cdf-4db7-a053-f2f410f65a25,129
03a0451c-73ae-46b3-b38f-8f0b5427c0b3,292
03b06eb7-f09d-444e-a2a1-0430aabedc7c,213
03b56700-37ab-4184-848a-72ba2dee44e5,12
03b6fbab-23ff-43ea-be43-eedcbe53cb84,72
03b8fcea-c4e2-4700-84f2-73075d8fd37a,15
03ba1413-a107-4519-8d2f-5874621336b0,15
03bcd25b-2905-474f-ba03-15513325c045,58
03be8bd5-fcae-4511-9be7-3edce9dbd051,234
03c15af1-7e5d-4028-a1b2-20f1441a4d07,351
03cd6990-985c-4866-8a37-67b70f86beaa,94
03cebf48-189d-46d7-9069-0e2e26e6ac93,505
03dc27eb-374d-4910-9b0a-dc70a56cfa42,88
03e396df-3698-491b-9cd4-0b2fe4e5d762,261
03e4a104-81b7-49ee-b2e8-8358671676b0,158
03eab339-a28c-40eb-94d3-5f0ee9da04fd,274
03ebbcaa-1090-4c0a-952b-04481276abfa,15
03eee3ab-4f57-45b6-9bd6-2aac30311ffd,8
03f084dc-e490-4623-b2ff-b249274d3288,185
04068f15-3d15-425b-b9ab-637e3d3958b9,37
040b35e7-1ba6-4167-b784-0971962c465a,314
0413036d-6502-4d64-985b-544d06ac6eb9,191
04139682-f636-4a23-9285-38cd6849efb5,305
041923fc-eadf-444a-a40e-028eee8ea769,15
04200ab5-2e10-4f89-b75c-f0ca35c2f9b0,25
042301a4-b811-4ca9-b3f7-fb938a2c915d,199
042dce01-f859-4334-a9a8-cb1df4eaf1fd,156
042ef164-14ea-49dc-9cd5-0cfb3e27bf21,151
042f3929-6441-4a55-a668-00caa8d62acb,14
0435cb6a-bdd4-4154-8a5e-16eb7ff0098e,26
043c62c4-ed7e-4c25-9dfb-517985441dc3,80
04446744-685a-401c-bc11-4f762ec11fdb,487
04498ae2-c4d2-43b2-9aae-44b2b083287b,16
0449be95-dd21-43cb-9b18-2b16a551cb5a,14
044b1d94-4729-4a7c-8198-43d7189dbe5d,167
045766d3-8fee-4d29-bef2-cb1e03309088,6
04634418-bd8f-4f50-949a-b0c431ed2eae,25
048c65e9-fd20-4c71-9b1f-2dc218ce6582,180
0495dcd3-0fd7-4d8a-a8f2-0dc27eb47ef8,45
0496a876-ac05-499e-a49d-04c19dea002d,110
0497a36a-7387-46f9-9064-d560e7952a92,147
049c352a-3d4f-4b9e-864a-c961b77649df,116
04a6cb36-96ee-4ea1-8b99-513f8b6ff169,188
04ac41d2-9006-41f4-ad80-327a288850aa,104
04b43982-1f1c-4681-9455-defb357bd52b,142
04bb57f2-79ae-45dc-b45b-16399eecf1fc,92
04bdffca-7fcb-4324-8b76-c04d0056cf7d,9
04c88d13-14da-4b2b-adf7-5ca178b5b862,79
04ce255b-0d68-44d3-9465-f002ed8337b2,123
04d5411e-ed2a-4015-be7b-b957e0cf9754,20
04daf44e-20ed-4a0d-944e-8498a0cf0228,9
04dc8ddb-13bb-4a1d-9d07-715a4224d61a,8
04dd0ce8-5253-4b52-a670-1c2719dd1cc5,301
04dd2346-8273-4f33-a462-5cd131b31fe7,149
04def815-c4b2-4d45-9f2c-dfbaff0f5d9f,44
04e70a25-3599-4141-ba65-11a952c5f904,266
04ef5f8e-2009-4381-adcc-c4e8449ce366,69
0500bdaa-2fb7-4909-8e55-835bccb53dc5,153
0501dfad-ad4d-4ee9-9301-026eeb2964c0,84
050b0c17-8ee4-4f74-9b28-ec914bff74b2,205
050c1598-a90f-4966-87b1-97bf13f3af6e,17
05101db5-58b0-4fb7-8c50-845c3b1a061a,126
051645c2-885f-4166-93d5-fbf5116c448e,110
051bef34-8438-473b-b204-42aa616d36c8,129
051d3eda-6fef-41a6-aadb-aa5b3536f6c4,21
051f6b67-3a5a-4ff4-aa35-179a9bffffa9,158
052745eb-8439-4b2d-b69f-1ca038dc79f2,131
052cb54b-8bdb-4744-9c58-d2c619730036,37
052d3268-8e24-4bbe-a949-802a1670f82d,50
053cdee2-5c76-41e6-8d38-f6f4f03e9939,394
05491a8e-2062-40ff-8344-0cdfb6b5378c,17
0549fbc7-ecd8-4b7a-aaa0-d77959bd10c4,72
054ab231-bd99-4617-bfaa-180ab534afc8,110
054abc1f-edac-4751-9eaf-41d44c43717f,125
054cd1da-45ac-48f2-9cb4-abd98730440c,1
0554deef-a1d8-41f4-aea2-2a2c807d00c1,436
05561341-e50f-47ec-93b6-0a49268244cb,58
0556bcc7-c504-49fd-8ad5-16dd4b70ffa1,25
055c5d14-18a3-450b-8e9d-284c211d60c6,215
055dc6f9-8972-4609-a62c-ab0bf0cfdf12,22
05621f8a-d8bb-4962-a9c6-a331c8d08f12,81
05622fc8-ba69-45e7-b3b5-53787f378a23,124
0562e0c2-103b-4130-b84f-67a9e97878a0,132
0565ba47-c0d2-4f74-bb04-7edb5c10a5e8,30
05660825-8350-484d-8259-e82658d64cb1,31
0569094f-2225-4de0-af0b-816e5f7faad9,112
056b8a4f-8809-4693-82fd-6769645ca123,180
056c920a-63ca-400e-b215-eb9f31235524,129
05759d6c-50ce-4e22-a30b-b1d4ecd2180f,100
057c7548-3618-437d-995a-b6673fcf4323,242
057f049d-4b90-4ebf-82fd-bb63789a9cbd,9
0582decb-2571-4045-aff1-e3969b73143d,686
058624c6-6040-4b82-b497-33c577644217,88
05884e1b-8c32-4597-892d-3e7e774f0767,25
0588ecc1-5517-4088-8445-b69d7f247923,209
05905510-08b9-472d-a604-601710354336,40
05924bb9-8525-44df-8e83-9c8d6ad53ee7,269
05a3e72e-ca91-4eaa-9adf-69117aee5c92,89
05a7dd0e-ee9e-4e18-8a48-630b39b1c076,20
05b060be-c3b0-41a8-9152-b5f99385592d,69
05d901c4-c728-494d-86c8-fe16c1a73b63,45
05da7dc3-8db3-4ef2-99eb-35974cc9a458,138
05daa6ec-54be-4045-8f67-ae2f5725360b,23
05e26388-a039-4d88-9d7e-27ef1665d3d6,344
05e2920a-3cca-435d-82be-19b98202ac21,83
05ee9080-06d2-4843-82b2-29c448a25c4b,26
05f43754-e079-4e3f-8037-c109a6f4180d,365
05f8dbc2-9a31-4db8-8ad6-3f434c26290f,214
05fd5470-8ba8-4edb-be9f-575e55b0bf98,156
05ff23b8-885c-4c77-a49c-39046686c74f,27
060e896c-3708-401e-a912-afd9ce03a62a,151
06217110-8f79-4805-abc0-eb442f512b3e,5
0623cff7-be38-49be-9df5-5bbb6dbca2ba,326
0629e153-34c5-43e9-af4d-748f5910b6e8,5
063507e1-4cc8-4409-bb34-59d772d5e8ca,129
06352acd-938a-453a-bb91-0c89bc89ffee,45
063dfffa-e902-4427-ab16-fd86914e126d,27
063e9b55-ed6c-45a6-8d0f-d170fa8ee9dd,301
0649ebe6-cf90-4409-a53e-39f1fcc88c47,117
064ea839-dcb0-4387-bb39-99911731b738,164
0651af22-51ad-41ed-9a0d-ec95e0589d4a,276
06552042-ab64-48b2-8e25-34fcfe76513c,130
06572037-7433-4524-b792-074b20fe0bf8,281
065805f9-564b-4003-8cff-bb0a0e11224f,109
0659cad2-0054-453c-ab80-64e28503d635,348
065b11cd-ff4e-45e9-b9de-a5b95daf8661,409
0671b323-a66b-48e9-bb60-08a2a06f1b13,275
068db009-c042-44cf-a3e9-64ccecc09285,90
069221d0-7a87-4b96-83fb-308c21bbef0b,96
069b37b5-f2c4-4ded-a827-1c2c2e46549c,114
069b9f58-1750-489c-97e6-96b1e5d99558,158
06a21f8b-8ce2-41ac-b515-33cd6bb9aaef,234
06af1e30-902e-4aec-a529-8e86e739e8d4,170
06b38892-6ba0-46dc-9631-86efa304c014,26
06ca6bf1-5db0-41d1-b6a9-743b16acd68e,146
06ce0c67-189e-49c5-9333-70311050835d,129
06ce4378-3948-4afd-bbaf-31d5fcc66c15,124
06deb0ed-6d92-4b45-bd35-7b4910e34347,402
06e11a07-c203-40ee-bfc5-0a72623e4a89,137
06e1adb0-3719-435b-9bbf-784c3ddb1026,75
06e8f8b9-f8d4-4ae6-a34c-cfbee38e3b7e,112
06f182b5-4746-4272-80d5-7a34aece300a,193
06fd5702-378e-4ad3-bee2-e2f2c33ce0b8,104
0709ffdd-5718-4954-8a4a-ecc5de890ea3,439
070b8952-430b-4a94-9384-ee667c47c85d,354
07149c7c-6885-4706-9f94-0665da1efa94,80
071872a1-d20d-43ea-a3fb-c8bb20009578,31
071f61e7-8e2e-457a-85b1-1da5499978d2,185
072159e9-9cb3-4c5a-af00-dc2e2db6f458,100
07248e8d-2721-485d-8a2d-669b45baffb7,141
072e27e7-d0bb-4afa-b8b7-a391606df9a2,651
0730fea3-9735-43c8-9368-358606d394da,299
073519a9-5d1b-44b1-8725-182f6df886e0,85
0738039d-249c-4c9d-9373-a9345fe75b8f,7
073960cb-e207-4c62-a235-42dc6e487094,324
074a7f64-7e71-43cb-9032-a92787ffac1c,204
074ae316-918c-4f69-9113-84cf4b74db11,58
07518bbb-57df-416d-926a-844ae49d455a,364
075319c3-3e95-4603-b6cf-13b30416026d,175
075761fb-1de2-432e-a6c7-2ec70af842d7,89
075832ea-905c-4006-ad14-e64c361f541e,290
075a436e-4259-4967-acad-ec811c332a00,194
075e6d7e-18d3-453c-a3dc-e27f6f511897,3
076730b5-5db6-4c21-b83b-eab9bcafaee8,54
076940a9-5ed3-4f05-a0d4-b4a0ad95f0a5,350
076c5798-5434-4008-8a55-9c5409cfba9d,16
0774c840-89c2-4712-985b-1a075be5d31d,103
07b6527a-c00f-4067-a11c-7b357c579834,15
07b6afb8-ccd6-4e6e-b60a-153e62a450f2,190
07b92fc3-3e57-4e8e-b1a1-ae2c77d55abb,122
07bc202f-541a-46b8-9e46-ae23043e9964,360
07bf5ba5-bb5a-4faf-bf0a-3b1d2583c11e,172
07c5894c-66db-4ba2-852e-331cb9f42aac,37
07ce5da6-a3ed-412e-bad0-15dfd0226df9,228
07d59545-883c-4994-a39d-5b37ab56f327,298
07ddd178-4c51-4969-9a62-69cf5fb0b1f1,201
07e13a9b-4177-43e0-8dee-60f1a10cff0d,66
07e996e6-6d0f-4cb6-bdf4-e6352ad1181b,163
07e9a43f-3304-4725-89a4-f47191384beb,110
07f16f49-ad0d-4453-bfc2-d4427aec8854,183
07fb9617-328a-4d0e-93d6-5650cb291746,80
07fd70f7-a128-47b5-a76b-2fb47cfd51bf,77
08170516-b48d-42ef-867f-5cbe491eef69,15
08172da4-6375-4b07-a557-eee4a4ece20a,574
082158b1-783d-4a50-b05c-797c53e37c59,63
0821ae6d-60b1-459b-8d54-a86cbcf09bc1,276
0826349e-1557-43a6-99aa-0b12c4d1ed3b,102
082f11b5-bea7-4a1d-8fc2-e28c56f1f86e,325
08354a67-82da-4bd3-8217-4e301802940a,230
0854d9de-63a9-4838-81c7-dbe556c9b61e,879
0856cbd2-d1fa-4fc2-9d54-c42d0ecace7e,6
085ed319-fad6-4e96-bcb5-18b98156c8e1,97
0869ccce-3f2e-4d23-ace2-32295e0bb322,219
086e0311-402c-4f4a-998c-f106207c1f77,157
08770d6e-a016-44c3-a346-a9bb4f2d0c8a,196
08831ce6-864f-4e8c-bcbe-0b539af275a6,239
08846ac7-bb23-4e7c-9eac-22799af944c5,5
08867585-d630-41c9-9677-e6cbbd45aace,580
08894c38-f439-438d-b0dc-f44be2920bb9,42
08960dd9-f21b-4cb1-85d1-9f4a6124ef32,15
08961e39-4498-4bcd-94ab-70d250470780,119
089c41fb-3474-404b-93d6-3c01881d2963,22
08a90455-1d74-4980-9766-db00801fba4a,330
08a96d36-53f1-4725-a96f-21940e49c5e7,214
08ac879d-a197-4f0b-a701-cb99508bb6d2,88
08b5448c-77c8-45ca-9613-9e922f377475,218
08b6f1db-35cb-41d8-ab1e-111073bdaba9,101
08b9ffab-975e-40be-9d07-aa5fbcbeecd3,41
08c35f0e-53c6-41a7-8c7f-0ea5d8e80608,5
08c55cd5-4631-4317-b4e4-87beddb10943,104
08c5f99d-dd08-4997-99da-d01a6d4c3578,192
08cb2eb7-ad88-4a97-a373-f8dfb5c7e2d9,13
08d08553-8adb-481a-8cef-691cbf19da37,404
08d4a1f8-055d-46d0-be1f-b8c71f6d84f3,126
08d5a41f-b71e-4681-a585-9ba22858b586,6
08d5b2ec-2097-4b92-a973-899180d36907,48
08eabce2-9360-4513-bfa7-11295582465f,107
08f269f5-345e-453f-b92e-9d15b4af27a3,43
08f9f9cf-bb83-4859-baec-c88546c44709,26
08ff513f-9ef4-4409-b4dd-d9d9c37f0880,36
0902e0e0-ace8-4e66-b642-ee319139d062,217
090b0754-129b-4355-918f-b7ed61efb8bf,241
090cd461-dfbd-41ea-b512-4ca1920e8ea6,358
09175815-8465-4833-90f9-a0465ccf407c,273
092b4f07-c075-4127-ac47-dc76a6dc3005,134
092f6c7c-cc21-418d-9aaa-d7899a4a24ac,205
0930e39d-09f8-44ef-8dd7-562afd0a0fd8,556
09395bbb-c9ef-4fb9-8b1c-b0aa1485f310,41
093990ba-cf15-4208-8550-e6fa2a26cdb0,13
093a7365-dcc2-4636-955a-de00bd6a675f,160
093df42c-4a8c-4e56-a3df-0decfc068c41,7
0943642c-461c-40c7-9201-11fad9c8bfe7,67
09481c21-2da4-414e-a52a-a3860b12fcfe,135
095735a8-499b-44bc-abea-376235d7863f,75
095769c6-c7a4-4a2b-9341-c39ca4e1c185,505
096651f3-5e31-45ed-9cf8-0a3d747395b3,147
096d2297-e7be-48f5-8a09-8cfd55b6690a,45
09728640-7546-46f0-84cc-8d622e726c7c,145
09761034-78d8-43b0-9cd3-f3690165fe3d,762
0978cb24-7599-40ce-b62e-2245441b9130,24
09806fcf-e0fc-4e07-b414-b5f567e8957b,29
0988c8da-1639-4db5-8073-13a37e9b0fe6,69
09943d08-cf30-4a9c-8bae-c17bdf7a3582,109
0995e4d6-69a0-4bd8-9fa5-39e772aa85df,375
09a4da18-7002-454e-b3e5-70ad9d4274ff,45
09aca425-56ce-442f-8109-9766a645544e,161
09b03b3e-2027-4372-9a59-edd1f406138d,92
09bc4782-1d92-437d-9bd0-8817afafbd73,18
09c17ee4-db6f-4c98-82c2-7364c4c225be,467
09c402f0-7aae-421e-803b-28a65dd9820a,82
09cc18fa-fba7-44de-a2ae-91d57b5c9c07,20
09cc1d63-f873-4ad5-906f-c039a3b8f81a,4
09cd2525-f7eb-4a09-8234-9988ffdc3add,248
09d6f8d4-c95b-4a59-ba29-3c2e59e83be0,382
09d8f6cf-d885-47b2-86e4-23adcbeb8810,69
09db1539-a9e8-4d97-848d-aca34bb2600d,154
09dce8d5-3ab8-4dde-a581-f7d1598b750f,167
09e90e11-2bc7-43a2-9038-8ff559d77209,213
09ee0189-73a7-42d4-b0a1-5243eb0ac8d7,182
09f41e15-ade1-4822-b2fc-bb6ae9138528,99
0a05a76a-8de6-4ccf-93a9-758b7335317c,5
0a1801ac-a764-497b-9d22-1378cfc56482,723
0a31a6ac-c585-42b3-a74d-efc0e0f21898,43
0a35771e-3209-4b00-9724-646c2e09b34a,99
0a4094d9-ddc0-4146-be4b-1e16fca7dad4,55
0a4d1b45-a75a-411d-9663-b190dd22f271,77
0a509214-04ab-4777-bbc1-afd0c5615088,47
0a522606-4627-4896-ac6f-bcba626ab585,10
0a5440c1-ada6-4853-96c9-4195054c1b7d,249
0a636877-93c8-4c1c-b337-33f1b31e3bcb,143
0a69412e-ecb5-4b1a-a274-8f2e60c00d77,267
0a6a72a4-7a73-4c4b-b75c-59bd8b2de9a7,151
0a701969-5263-4efb-8273-492e1d8988d4,368
0a7ad074-ac68-46b4-a866-246890e226f0,82
0a7bb5aa-5309-4190-9af1-032f0b0a3c2f,250
0a7db726-be91-455d-960d-74753d48e595,166
0a7eea98-da9c-41cd-9076-420c3af5ddfb,48
0a9012fd-9652-48f5-8df6-daa509a57d0f,147
0aa6377e-56f7-4f1c-b451-9127d8b80bd4,1
0ab4988a-b246-49b4-b597-8c4dbff7afd3,476
0ac71084-97c6-48d6-bb0d-acd8dfdfe926,180
0ace0b8e-3c7a-405e-a609-1eec8ebd69de,128
0ad673c1-8cd6-4078-b38e-e26af2bc2dd3,31
0adc6b03-0786-49dd-8393-7453925928e2,19
0ae034a5-d976-4139-a3a8-af764aa0bea3,249
0ae7b7b9-18ab-4434-861b-83b783b15f23,30
0afc566c-7578-4bac-b828-e2b047f9aea5,300
0b097a57-6d98-4b9b-9e79-e1ebe6e72028,88
0b0f7d14-714b-4ba0-af68-9de3771c63fa,11
0b178769-ea69-49f7-81ad-b42f0076d781,129
0b185fe8-c622-4efd-bc00-b63c2d37070b,242
0b1de272-b461-43f3-be57-3b2738119790,12
0b207da5-3654-485b-83d8-0b8ef1b29241,55
0b2c8dd1-3d52-4965-8d0d-a23353cf906b,1
0b3026b9-9837-4dd9-a92a-011dc843d9d6,303
0b33ae51-e46c-4876-84e7-c7518f6478f5,46
0b3bf52f-9082-4141-91c8-822229c98649,211
0b3c1fc1-4b68-478e-a1ef-e612f8c1a5a6,285
0b426e7d-2a19-47eb-993c-0325bacc9ef9,56
0b433739-96ad-48c8-944e-8aa7a87b42e6,92
0b508c33-69ed-4d8f-9423-52aca268497b,142
0b59917d-a480-46cb-ae72-5d8ca54b33d0,29
0b678345-0a49-45c4-86c5-e01350b69ed5,323
0b6dd8a8-3a44-429f-b12d-ac421f7c3ce6,140
0b89c625-4bd2-4b43-b77d-670af59fe0ba,380
0b8f0b9e-03e4-4842-98c9-369ab56669c9,303
0ba666e8-7870-46b6-8f76-95895028e46b,9
0bac2110-9b7f-4b21-810e-2e6de3d21db6,132
0bb437a2-7155-4edf-9dde-3ec553c2b09f,32
0bbe7ce4-677e-457a-930b-4336f3d4b038,378
0bc1b2e9-552b-415c-978d-ad3be99c7f43,21
0bc60ee0-0497-4769-9480-80578e1a4495,5
0be610c4-9aa9-443b-9004-ed473d220630,10
0be8b8d6-a2be-48e1-a043-3f9ec0d072d4,284
0bf0b380-9eae-4cb1-b45f-87098fe01996,9
0bf3256b-3c66-4134-8b65-d6fcdcbc9c8a,72
0c07e8bf-6c80-420e-82f4-60f82275fd69,30
0c0816fc-c2f4-4a8d-8ad0-00058ae04b8b,11
0c0d1a2b-d4a1-438d-9209-4c97dc75cc24,31
0c20476b-3df1-45c0-a560-ff9dcf01a8d4,62
0c365615-79f8-41c9-b353-637af43e3ea0,107
0c36a34f-2805-4d00-bc03-ffd979d07db7,143
0c3a47f2-47c6-4e14-93df-c16dd870b202,171
0c3ad526-6b10-49d3-8d9e-f6f6a448d98c,209
0c3f2156-09cc-407c-8ef4-8c3f48593d66,58
0c41c6e8-9fb0-47a9-b1e2-4dff80ec4d4d,47
0c443887-b0c5-4702-988f-18435873accd,248
0c4474a9-06f5-43bd-a2db-14234c127f73,292
0c481f2e-81b4-45e9-a0e0-7d2351158aff,231
0c4b2645-92dc-4fb5-9eab-08fbecee3f5f,278
0c50338c-bacc-49f2-9e19-8b56eebe5c90,121
0c55f6ad-298d-4b0d-9a37-a3ea4988e2e8,122
0c6bc9bd-d160-460e-9325-107d3d284b11,3
0c770008-ffe4-474f-8559-709133048f77,116
0c7b271e-ae23-4fd9-840d-725677b9d098,282
0c7b7621-5a7a-42e7-ae22-5bb2efec1c92,363
0c832d42-5db6-4faa-aa08-f716804f353d,153
0c83dfd4-df10-47ff-9b38-039a80d530b5,141
0c842152-41cf-4e59-a020-782d6a59022a,3
0c86994a-b78b-441d-99f3-c922744ff40f,89
0c887143-7712-4dc7-9704-5f3088d093f0,200
0c8d6a85-b041-41da-8887-9e949fd621c1,216
0c932405-50c1-42bd-845c-1f537bc70f3c,25
0c945e40-643c-4196-b2e3-2e55e5de75cc,51
0c9dc756-7e80-418c-a408-276071f7fd69,17
0c9f1a1e-51e0-4b62-9549-9603847ea5b0,285
0ca69ece-8269-4e55-b75b-9f621a1140c3,377
0cab9b9a-b3b3-488a-b062-7ef6a7b4fb8d,513
0cac395f-446c-40e6-9fd4-545bc55dbd4f,125
0cbe21dc-6257-4766-89af-85f9ac630dfb,123
0cbf06fc-a76d-4729-ab67-935d6ab4f74b,288
0cbf24ee-a2ed-480c-8178-6d859b320600,78
0cc005ed-7174-4fcc-885a-461c7e12317b,342
0cc22d9e-c3c4-43ae-84b0-084f6b896435,43
0cc9a180-a0c1-4a9f-a2f8-d287e246683b,185
0cd00850-7590-413c-b87c-fdce41968de5,71
0cd021ca-d17a-4d02-98af-c3ebd67fd28d,540
0cd13070-6f03-47c4-9eba-d78854658923,16
0cd69add-d584-4224-a66b-532226e39031,4
0cdce946-549c-475c-bfd2-cd2358fb7506,251
0cdea9ec-e6c6-403e-abe9-2228aa72be2c,545
0ce1bc81-9354-4be8-92fc-98daf42e1027,258
0d0d250d-0a68-4da6-a556-28a7ba127c21,23
0d1469f7-df6b-4588-b32a-9444226de965,104
0d150c1b-3d7f-47a2-952c-083b2e0b86e9,345
0d1c002b-8ed7-448b-b945-48325942ec6b,138
0d1dbca3-93e0-4b1f-8c31-a33d2446c607,242
0d22588c-b65a-4998-9585-8184c41648eb,302
0d312f53-8801-4a39-9b91-f4e6321e0322,291
0d38ac03-9c48-4447-8b38-5c8df478928c,125
0d4ed11b-eecb-4bf5-bca9-04d2ea63b7af,57
0d508f3d-859f-4daf-be32-969794cf14e6,268
0d50a730-ea7b-43e7-a2c2-2b5f6efc9049,162
0d5907e3-7366-4e37-90cc-2219f82c1e82,121
0d5f654a-d115-47bd-9470-a3a424f0a6a1,440
0d61e908-c6ae-48dc-87f4-0f364a2d10d6,273
0d6d1c05-2392-40b2-bbde-ce7986c014c4,276
0d6f8166-d94d-457c-bbe5-58169ff7cf48,133
0d770b58-2302-4e31-989a-e4cd1890d1c6,129
